id,satisfaction,satisfaction score,voice of customer
106709,neutral or dissatisfied,4,NIL
106735,neutral or dissatisfied,4,NIL
106739,neutral or dissatisfied,4,NIL
106740,neutral or dissatisfied,4,NIL
106741,neutral or dissatisfied,4,NIL
106746,neutral or dissatisfied,3,NIL
106747,neutral or dissatisfied,3,NIL
106748,neutral or dissatisfied,4,NIL
106754,neutral or dissatisfied,3,The boarding process was delayed due to the airline's inefficient and slow document verification procedures.
106765,neutral or dissatisfied,3,NIL
106771,neutral or dissatisfied,3,NIL
106773,neutral or dissatisfied,3,NIL
106787,neutral or dissatisfied,4,NIL
106798,neutral or dissatisfied,3,NIL
106800,neutral or dissatisfied,3,NIL
106823,neutral or dissatisfied,3,NIL
106828,neutral or dissatisfied,4,NIL
106832,neutral or dissatisfied,3,NIL
106838,neutral or dissatisfied,4,NIL
106850,neutral or dissatisfied,3,NIL
106856,neutral or dissatisfied,3,NIL
106869,neutral or dissatisfied,4,NIL
106884,neutral or dissatisfied,4,The quality of the meals served was poor.
106885,neutral or dissatisfied,4,NIL
106886,neutral or dissatisfied,4,NIL
106888,neutral or dissatisfied,3,NIL
106903,neutral or dissatisfied,3,NIL
106918,neutral or dissatisfied,3,NIL
106921,neutral or dissatisfied,3,The online check-in process was frustrating and caused unnecessary delays.
106961,neutral or dissatisfied,4,NIL
106966,neutral or dissatisfied,3,Inadequate ventilation in the cabin made the air stale and uncomfortable.
106970,neutral or dissatisfied,4,NIL
106982,neutral or dissatisfied,4,NIL
106984,neutral or dissatisfied,4,Dismissive attitude of flight attendants towards passenger complaints.
106989,neutral or dissatisfied,4,NIL
106990,neutral or dissatisfied,4,The flight crew should have provided more frequent updates regarding the weather situation.
106991,neutral or dissatisfied,4,NIL
106998,neutral or dissatisfied,4,NIL
107020,neutral or dissatisfied,3,NIL
107043,neutral or dissatisfied,4,The airline staff was unhelpful and unfriendly.
107049,neutral or dissatisfied,4,"Departure was postponed, causing frustration among passengers."
107060,neutral or dissatisfied,4,NIL
107074,neutral or dissatisfied,4,NIL
107078,neutral or dissatisfied,4,NIL
107092,neutral or dissatisfied,3,NIL
107150,neutral or dissatisfied,4,NIL
107165,neutral or dissatisfied,3,NIL
107172,neutral or dissatisfied,3,NIL
107175,neutral or dissatisfied,3,NIL
107181,neutral or dissatisfied,3,NIL
107186,neutral or dissatisfied,4,"The flight attendants didn't assist with stowing oversized carry-on items, creating clutter and safety hazards."
107190,neutral or dissatisfied,4,NIL
107194,neutral or dissatisfied,4,NIL
107203,neutral or dissatisfied,3,NIL
107215,neutral or dissatisfied,3,NIL
107223,neutral or dissatisfied,4,NIL
107225,neutral or dissatisfied,4,NIL
107227,neutral or dissatisfied,3,NIL
107236,neutral or dissatisfied,4,NIL
107239,neutral or dissatisfied,4,NIL
107263,neutral or dissatisfied,3,NIL
107271,neutral or dissatisfied,4,NIL
107277,neutral or dissatisfied,3,NIL
107279,neutral or dissatisfied,4,The flight had a lack of announcements regarding turbulence or other disruptions.
107288,neutral or dissatisfied,4,NIL
107293,neutral or dissatisfied,4,NIL
107297,neutral or dissatisfied,3,NIL
107350,neutral or dissatisfied,4,NIL
107353,neutral or dissatisfied,3,NIL
107358,neutral or dissatisfied,4,NIL
107370,neutral or dissatisfied,4,NIL
107371,neutral or dissatisfied,4,NIL
107377,neutral or dissatisfied,3,NIL
107396,neutral or dissatisfied,4,My special meal request was ignored.
107407,neutral or dissatisfied,3,NIL
107416,neutral or dissatisfied,3,NIL
107417,neutral or dissatisfied,4,NIL
107421,neutral or dissatisfied,4,NIL
107430,neutral or dissatisfied,4,NIL
107433,neutral or dissatisfied,4,"The loyalty program had complicated rules and restrictions, making it challenging to enjoy the benefits."
107452,neutral or dissatisfied,3,NIL
107481,neutral or dissatisfied,4,NIL
107490,neutral or dissatisfied,4,"The turbulence was unexpected and violent, and the lack of support and empathy from the flight attendants was disappointing."
107491,neutral or dissatisfied,4,NIL
107501,neutral or dissatisfied,3,The flight delay resulted in additional transportation costs. Inconvenient and costly.
107502,neutral or dissatisfied,3,NIL
107504,neutral or dissatisfied,3,NIL
107507,neutral or dissatisfied,4,NIL
107510,neutral or dissatisfied,3,NIL
107518,neutral or dissatisfied,4,NIL
107519,neutral or dissatisfied,4,NIL
107545,neutral or dissatisfied,3,NIL
107551,neutral or dissatisfied,4,NIL
107552,neutral or dissatisfied,4,NIL
107559,neutral or dissatisfied,4,NIL
107562,neutral or dissatisfied,3,The flight attendants were unresponsive to my requests.
107604,neutral or dissatisfied,4,NIL
107608,neutral or dissatisfied,4,NIL
107611,neutral or dissatisfied,4,NIL
107613,neutral or dissatisfied,4,NIL
107621,neutral or dissatisfied,3,NIL
107644,neutral or dissatisfied,3,NIL
107646,neutral or dissatisfied,3,NIL
107681,neutral or dissatisfied,4,NIL
107688,neutral or dissatisfied,3,NIL
107690,neutral or dissatisfied,4,NIL
107698,neutral or dissatisfied,3,NIL
107699,neutral or dissatisfied,3,NIL
107708,neutral or dissatisfied,3,NIL
107712,neutral or dissatisfied,4,NIL
107714,neutral or dissatisfied,3,Lack of coordination during boarding and deplaning.
107715,neutral or dissatisfied,3,NIL
107717,neutral or dissatisfied,4,NIL
107720,neutral or dissatisfied,4,NIL
107721,neutral or dissatisfied,4,NIL
107726,neutral or dissatisfied,3,NIL
107738,neutral or dissatisfied,3,NIL
107743,neutral or dissatisfied,3,The flight delay made me miss an important deadline. Unprofessional and disappointing.
107751,neutral or dissatisfied,4,NIL
107773,neutral or dissatisfied,3,The air crew appeared disorganized and did not manage passenger requests effectively.
107775,neutral or dissatisfied,4,NIL
107784,neutral or dissatisfied,3,NIL
107787,neutral or dissatisfied,3,NIL
107793,neutral or dissatisfied,4,NIL
107815,neutral or dissatisfied,4,NIL
107818,neutral or dissatisfied,4,NIL
107826,neutral or dissatisfied,3,The cabin crew failed to provide adequate assistance during an emergency situation.
107839,neutral or dissatisfied,3,NIL
107846,neutral or dissatisfied,3,NIL
107847,neutral or dissatisfied,4,NIL
107851,neutral or dissatisfied,3,NIL
107860,neutral or dissatisfied,4,NIL
107868,neutral or dissatisfied,4,NIL
107880,neutral or dissatisfied,4,NIL
107881,neutral or dissatisfied,3,NIL
107903,neutral or dissatisfied,4,NIL
107915,neutral or dissatisfied,4,NIL
107916,neutral or dissatisfied,4,NIL
107928,neutral or dissatisfied,3,NIL
107931,neutral or dissatisfied,4,NIL
107934,neutral or dissatisfied,4,NIL
107943,neutral or dissatisfied,3,NIL
107952,neutral or dissatisfied,4,NIL
107969,neutral or dissatisfied,4,NIL
107974,neutral or dissatisfied,3,NIL
107980,neutral or dissatisfied,4,The airline provided limited communication regarding the delay and delivery of my baggage.
107983,neutral or dissatisfied,4,NIL
107990,neutral or dissatisfied,3,NIL
108000,neutral or dissatisfied,3,NIL
108005,neutral or dissatisfied,4,I encountered unclean or unsanitary seatback pockets.
108008,neutral or dissatisfied,3,NIL
108015,neutral or dissatisfied,3,I found unclean or sticky surfaces on the entertainment screens.
108028,neutral or dissatisfied,3,NIL
108038,neutral or dissatisfied,3,NIL
108042,neutral or dissatisfied,4,NIL
108047,neutral or dissatisfied,4,NIL
108066,neutral or dissatisfied,3,NIL
108082,neutral or dissatisfied,3,NIL
108095,neutral or dissatisfied,3,NIL
108097,neutral or dissatisfied,3,NIL
108119,neutral or dissatisfied,3,NIL
108126,neutral or dissatisfied,4,NIL
108140,neutral or dissatisfied,3,NIL
108152,neutral or dissatisfied,4,NIL
108159,neutral or dissatisfied,4,NIL
108163,neutral or dissatisfied,4,NIL
108176,neutral or dissatisfied,4,NIL
108202,neutral or dissatisfied,4,NIL
108208,neutral or dissatisfied,4,NIL
108210,neutral or dissatisfied,4,The cabin lacked proper waste disposal facilities.
108212,neutral or dissatisfied,3,"The airline's in-flight announcements were inaudible and unclear, making it challenging to receive important information or updates."
108214,neutral or dissatisfied,4,NIL
108243,neutral or dissatisfied,4,NIL
108244,neutral or dissatisfied,3,NIL
108246,neutral or dissatisfied,3,"The airline didn't offer any vegetarian meal options, neglecting passengers with dietary preferences."
108251,neutral or dissatisfied,3,NIL
108255,neutral or dissatisfied,4,NIL
108263,neutral or dissatisfied,4,NIL
108273,neutral or dissatisfied,3,NIL
108274,neutral or dissatisfied,4,NIL
108278,neutral or dissatisfied,3,NIL
108293,neutral or dissatisfied,4,NIL
108310,neutral or dissatisfied,4,NIL
108323,neutral or dissatisfied,4,NIL
108324,neutral or dissatisfied,3,NIL
108333,neutral or dissatisfied,4,NIL
108334,neutral or dissatisfied,3,NIL
108344,neutral or dissatisfied,3,NIL
108347,neutral or dissatisfied,3,NIL
108349,neutral or dissatisfied,3,NIL
108350,neutral or dissatisfied,4,NIL
108352,neutral or dissatisfied,3,NIL
108359,neutral or dissatisfied,4,NIL
108362,neutral or dissatisfied,3,NIL
108368,neutral or dissatisfied,4,NIL
108370,neutral or dissatisfied,4,NIL
108382,neutral or dissatisfied,4,NIL
108384,neutral or dissatisfied,4,NIL
108389,neutral or dissatisfied,3,NIL
108397,neutral or dissatisfied,4,NIL
108399,neutral or dissatisfied,4,NIL
108400,neutral or dissatisfied,3,NIL
108407,neutral or dissatisfied,3,NIL
108417,neutral or dissatisfied,3,NIL
108438,neutral or dissatisfied,3,NIL
108440,neutral or dissatisfied,4,NIL
108441,neutral or dissatisfied,4,NIL
108442,neutral or dissatisfied,4,NIL
108444,neutral or dissatisfied,3,NIL
108449,neutral or dissatisfied,3,NIL
108451,neutral or dissatisfied,4,I felt let down by the significant delay in our flight departure.
108453,neutral or dissatisfied,4,NIL
108454,neutral or dissatisfied,4,NIL
108485,neutral or dissatisfied,3,NIL
108487,neutral or dissatisfied,3,NIL
108489,neutral or dissatisfied,4,NIL
108509,neutral or dissatisfied,4,NIL
108530,neutral or dissatisfied,3,"The overall experience was emotionally draining, and I felt my trust in the airline had been betrayed."
108543,neutral or dissatisfied,3,NIL
108557,neutral or dissatisfied,3,NIL
108560,neutral or dissatisfied,3,NIL
108589,neutral or dissatisfied,4,NIL
108592,neutral or dissatisfied,3,NIL
108600,neutral or dissatisfied,4,NIL
108602,neutral or dissatisfied,4,The delay in departure resulted in wasted time for passengers.
108603,neutral or dissatisfied,3,NIL
108604,neutral or dissatisfied,3,"I faced challenges understanding the airline's complex seating assignment policy, resulting in confusion and inconvenience."
108613,neutral or dissatisfied,3,The arrival delay resulted in lost vacation time.
108614,neutral or dissatisfied,3,NIL
108615,neutral or dissatisfied,3,NIL
108621,neutral or dissatisfied,3,NIL
108646,neutral or dissatisfied,4,NIL
108652,neutral or dissatisfied,3,NIL
108660,neutral or dissatisfied,4,NIL
108699,neutral or dissatisfied,4,NIL
108703,neutral or dissatisfied,4,NIL
108708,neutral or dissatisfied,0,I was served a meal with expired or spoiled ingredients.
108718,neutral or dissatisfied,4,NIL
108740,neutral or dissatisfied,4,NIL
108776,neutral or dissatisfied,4,NIL
108781,neutral or dissatisfied,4,NIL
108784,neutral or dissatisfied,4,I had to carry my bags for a long distance without any trolleys or carts available.
108786,neutral or dissatisfied,4,The boarding process was delayed due to the airline's inefficient and slow passenger boarding verification procedures.
108792,neutral or dissatisfied,4,NIL
108794,neutral or dissatisfied,3,NIL
108799,neutral or dissatisfied,4,NIL
108806,neutral or dissatisfied,4,NIL
108814,neutral or dissatisfied,3,NIL
108821,neutral or dissatisfied,3,NIL
108831,neutral or dissatisfied,3,NIL
108834,neutral or dissatisfied,4,NIL
108838,neutral or dissatisfied,4,NIL
108856,neutral or dissatisfied,3,NIL
108859,neutral or dissatisfied,3,NIL
108867,neutral or dissatisfied,3,NIL
108869,neutral or dissatisfied,3,NIL
108875,neutral or dissatisfied,3,NIL
108876,neutral or dissatisfied,4,NIL
108879,neutral or dissatisfied,3,The airline did not ensure proper contingency plans for delays.
108883,neutral or dissatisfied,3,NIL
108904,neutral or dissatisfied,4,NIL
108906,neutral or dissatisfied,3,NIL
108908,neutral or dissatisfied,3,NIL
108912,neutral or dissatisfied,4,NIL
108913,neutral or dissatisfied,4,NIL
108937,neutral or dissatisfied,3,NIL
108939,neutral or dissatisfied,3,NIL
108964,neutral or dissatisfied,3,NIL
108979,neutral or dissatisfied,3,NIL
108980,neutral or dissatisfied,3,NIL
109036,neutral or dissatisfied,4,The airline did not provide any halal meal options.
109044,neutral or dissatisfied,4,NIL
109049,neutral or dissatisfied,3,NIL
109060,neutral or dissatisfied,3,I was dissatisfied with the limited availability of overhead reading lights.
109065,neutral or dissatisfied,4,The flight attendant was inattentive and seemed uninterested in assisting passengers.
109068,neutral or dissatisfied,4,NIL
109077,neutral or dissatisfied,3,I experienced a lack of clear communication from the airline staff.
109080,neutral or dissatisfied,3,NIL
109087,neutral or dissatisfied,4,NIL
109091,neutral or dissatisfied,4,NIL
109102,neutral or dissatisfied,3,NIL
109105,neutral or dissatisfied,3,NIL
109116,neutral or dissatisfied,4,NIL
109120,neutral or dissatisfied,4,NIL
109137,neutral or dissatisfied,3,"The airline's ticket cancellation process was convoluted and time-consuming, causing unnecessary stress and delays in receiving a refund."
109176,neutral or dissatisfied,3,NIL
109177,neutral or dissatisfied,4,NIL
109179,neutral or dissatisfied,3,NIL
109187,neutral or dissatisfied,0,NIL
109188,neutral or dissatisfied,4,The flight attendants were rude and inattentive to passenger needs.
109196,neutral or dissatisfied,4,NIL
109198,neutral or dissatisfied,3,NIL
109203,neutral or dissatisfied,3,NIL
109208,neutral or dissatisfied,4,NIL
109219,neutral or dissatisfied,4,NIL
109223,neutral or dissatisfied,4,NIL
109230,neutral or dissatisfied,3,NIL
109238,neutral or dissatisfied,4,NIL
109240,neutral or dissatisfied,3,NIL
109249,neutral or dissatisfied,3,NIL
109250,neutral or dissatisfied,3,The airline did not provide adequate information about connecting flights.
109251,neutral or dissatisfied,3,NIL
109262,neutral or dissatisfied,3,NIL
109266,neutral or dissatisfied,3,NIL
109267,neutral or dissatisfied,4,"The flight was significantly delayed, causing me to miss an important event."
109278,neutral or dissatisfied,3,NIL
109295,neutral or dissatisfied,4,"The noise insulation on the flight was inadequate, making it hard to rest or concentrate."
109303,neutral or dissatisfied,4,NIL
109309,neutral or dissatisfied,3,NIL
109314,neutral or dissatisfied,4,NIL
109337,neutral or dissatisfied,3,NIL
109338,neutral or dissatisfied,4,NIL
109341,neutral or dissatisfied,3,NIL
109365,neutral or dissatisfied,3,NIL
109370,neutral or dissatisfied,3,NIL
109376,neutral or dissatisfied,4,NIL
109377,neutral or dissatisfied,3,NIL
109381,neutral or dissatisfied,4,"I experienced a range of emotions during the lengthy wait for flight departure, from frustration to sadness."
109382,neutral or dissatisfied,3,NIL
109401,neutral or dissatisfied,3,NIL
109417,neutral or dissatisfied,3,NIL
109423,neutral or dissatisfied,3,The arrival delay resulted in lost time and inconvenience.
109508,neutral or dissatisfied,4,NIL
109512,neutral or dissatisfied,4,NIL
109516,neutral or dissatisfied,4,NIL
109517,neutral or dissatisfied,3,The flight attendants did not provide adequate assistance during boarding.
