,topic,voice of customer,id,satisfaction,satisfaction score
1930,3,"The turbulence was so intense that it caused passengers to gasp and scream, and the airline's response was inadequate in addressing their concerns.",113710,neutral or dissatisfied,3
1931,56,I encountered difficulties in upgrading my seat on the flight.,113833,neutral or dissatisfied,3
1932,12,"I found the check-in process to be lengthy and confusing, with unclear instructions and unhelpful staff.",113895,neutral or dissatisfied,4
1933,42,The airline lost my luggage temporarily.,113987,neutral or dissatisfied,0
1934,-1,"The flight departure was delayed, resulting in missed connections for passengers.",114085,neutral or dissatisfied,4
1935,3,"I experienced extreme anxiety and fear during the turbulence, and the airline did not offer any support or calming measures.",114213,neutral or dissatisfied,3
1936,60,The staff displayed a lack of professionalism and competence.,114214,neutral or dissatisfied,4
1937,0,I encountered a delay in receiving my requested non-alcoholic beverage.,114231,neutral or dissatisfied,3
1938,0,"The airline's inflight meals were of poor quality, with unappetizing options and insufficient portion sizes.",114275,neutral or dissatisfied,4
1939,-1,The delay in departure resulted in missed opportunities and financial loss.,114473,neutral or dissatisfied,4
1940,21,The staff at the gate was unorganized and disoriented.,114518,neutral or dissatisfied,3
1941,0,The food served onboard was of poor quality and tasteless.,114534,neutral or dissatisfied,4
1942,32,The lavatory soap dispensers were empty or not functioning.,114565,neutral or dissatisfied,3
1943,16,Delays in receiving checked baggage disrupted travel plans and caused inconvenience.,115169,neutral or dissatisfied,4
1944,11,"The departure delay resulted in a missed opportunity for me to attend an important family gathering, leaving me feeling deeply disappointed and resentful towards the airline.",115274,neutral or dissatisfied,3
1945,-1,"The airline didn't provide sufficient seating for passengers during a layover, causing inconvenience.",115275,neutral or dissatisfied,3
1946,20,I experienced a lack of courtesy and respect from the airline staff.,115387,neutral or dissatisfied,3
1947,5,The delays from this airline have left me in a state of complete outrage!,115413,neutral or dissatisfied,4
1948,21,"The departure was delayed without any clear explanation, leaving me stranded at the gate and uncertain about when I would be able to board the plane.",115433,neutral or dissatisfied,4
1949,13,The flight did not provide any exclusive benefits or privileges for the high price paid.,115472,neutral or dissatisfied,4
1950,17,I received my bag with broken or damaged zippers.,115526,neutral or dissatisfied,4
1951,24,"The cabin temperature was too hot, and the flight attendants seemed unconcerned about it.",115534,neutral or dissatisfied,3
1952,32,The lavatory mirrors were dirty and not properly cleaned.,115538,neutral or dissatisfied,4
1953,38,"I faced challenges understanding the airline's complex group booking policy, resulting in confusion and difficulties in arranging travel for a large group.",115553,neutral or dissatisfied,3
1954,7,The insensitive and disrespectful treatment I received from the airline's customer service agents left me feeling hurt and emotionally drained.,115559,neutral or dissatisfied,4
1955,18,The flight was consistently delayed without proper explanations.,115598,neutral or dissatisfied,4
1956,20,The airline's customer service was unhelpful and unsatisfactory.,115653,neutral or dissatisfied,3
1957,25,The limited space for carry-on luggage resulted in passengers struggling to find room for their belongings.,115700,neutral or dissatisfied,3
1958,28,"I had problems with the airline's baggage policy, resulting in unexpected fees and confusion.",115707,neutral or dissatisfied,3
1959,29,Flight attendants displayed a lack of professionalism and were indifferent to passenger needs.,115708,neutral or dissatisfied,4
1960,52,I found unclean or sticky surfaces on the cabin window shades.,115766,neutral or dissatisfied,3
1961,51,"The flight attendants were unresponsive to my requests, disregarding my needs and concerns.",115866,neutral or dissatisfied,4
1962,45,"The boarding process was disorganized, causing chaos and delays.",115932,neutral or dissatisfied,3
1963,0,"The airline didn't offer any complimentary snacks or beverages during the flight, disappointing passengers.",116009,neutral or dissatisfied,4
1964,-1,"The airline did not assist passengers with connecting flights, leading to missed connections.",116316,neutral or dissatisfied,4
1965,29,"The behavior of the flight attendants was unprofessional, and they lacked courtesy towards passengers.",116384,neutral or dissatisfied,3
1966,35,The staff showed a lack of professionalism and empathy towards passengers.,116449,neutral or dissatisfied,4
1967,-1,Inadequate enforcement of mask-wearing protocols.,116667,neutral or dissatisfied,4
1968,16,"The baggage claim process was disorganized, causing delays and confusion upon arrival.",116674,neutral or dissatisfied,4
1969,9,The flight departure was delayed due to logistical challenges.,116686,neutral or dissatisfied,0
1970,42,"The airline mishandled my fragile items, and they arrived broken.",116699,neutral or dissatisfied,3
1971,2,The extended delay in flight arrival left me feeling disheartened and robbed of precious time.,116723,neutral or dissatisfied,4
1972,35,The staff showed a lack of empathy and understanding towards passenger frustrations.,116829,neutral or dissatisfied,4
1973,-1,The flight delay resulted in lost productivity for me.,116836,neutral or dissatisfied,4
1974,4,"The flight had uncomfortable headrests that were non-adjustable, causing discomfort and neck strain.",116980,neutral or dissatisfied,3
1975,-1,The staff provided inadequate explanations for flight delays or disruptions.,117097,neutral or dissatisfied,3
1976,44,The airline provided inconsistent or conflicting information regarding the whereabouts of my delayed baggage.,117229,neutral or dissatisfied,3
1977,23,The flight delay inconvenienced passengers and disrupted their travel arrangements.,117235,neutral or dissatisfied,3
1978,36,"The flight attendants didn't assist with locating personal belongings left on the plane, causing distress and frustration.",117265,neutral or dissatisfied,3
1979,9,"The airplane was outdated and in poor condition, raising safety concerns.",117305,neutral or dissatisfied,4
1980,14,"The flight attendants didn't enforce the use of headphones for audio entertainment, disturbing other passengers.",117430,neutral or dissatisfied,3
1981,11,The flight delay caused me to lose valuable time with my loved ones. Upsetting.,117476,neutral or dissatisfied,3
1982,-1,"The flight lacked clear announcements regarding turbulence or other disruptions, causing anxiety and unease among passengers.",117581,neutral or dissatisfied,0
1983,20,"The airline's customer service representatives were unresponsive and unhelpful, providing little assistance in resolving issues or answering questions.",117590,neutral or dissatisfied,4
1984,-1,"I received inadequate information about travel restrictions, leading to confusion and potential complications.",117599,neutral or dissatisfied,4
1985,16,"The airline's baggage drop-off process was time-consuming and confusing, resulting in unnecessary stress and delays.",117642,neutral or dissatisfied,3
1986,-1,The airline failed to properly manage unexpected delays.,117735,neutral or dissatisfied,3
1987,6,"I was frustrated with the lack of clear instructions during the in-flight entertainment setup, resulting in wasted time and frustration.",117797,neutral or dissatisfied,3
1988,29,The flight attendants were inattentive and lacked professionalism.,117825,neutral or dissatisfied,3
1989,-1,The airline did not prioritize passenger comfort or satisfaction.,117830,neutral or dissatisfied,4
1990,18,The airline provided inadequate updates regarding the delayed departure.,117904,neutral or dissatisfied,4
1991,29,The flight attendants lacked proper training to handle medical situations or emergencies.,117926,neutral or dissatisfied,4
1992,15,I encountered unclean or soiled seat belts.,118158,neutral or dissatisfied,3
1993,5,How dare this airline repeatedly delay flights? I'm seething with anger and frustration!,118188,neutral or dissatisfied,3
